City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,Blackwater,-23.5833,148.8833,68.86,80,0,8.59,AU,2022-02-12 19:14:30
382,Xiaoshi,41.2971,124.1209,12.22,79,100,2.46,CN,2022-02-12 19:14:30
383,Kabalo,-6.05,26.9167,72.39,87,24,2.01,CD,2022-02-12 19:14:31
384,Seoul,37.5683,126.9778,29.59,46,100,2.42,KR,2022-02-12 19:13:30
385,Parksepa,57.9062,26.9836,35.4,79,100,15.21,EE,2022-02-12 19:14:32
386,Muroto,33.2833,134.15,51.62,60,100,14.76,JP,2022-02-12 19:14:32
387,Chukhloma,58.7525,42.6825,15.76,95,100,7.34,RU,2022-02-12 19:14:33
388,Ozernovskiy,51.5,156.5167,19.18,76,7,2.33,RU,2022-02-12 19:14:33
389,Palu,-0.8917,119.8707,74.32,98,100,1.39,ID,2022-02-12 19:14:34
390,Tete,-16.1564,33.5867,78.89,73,20,0.0,MZ,2022-02-12 19:14:34
391,Nizwa,22.9333,57.5333,67.71,34,0,0.76,OM,2022-02-12 19:14:35
392,Aykhal,66.0,111.5,-7.22,100,100,3.96,RU,2022-02-12 19:14:35
393,Poronaysk,49.2167,143.1167,18.75,96,100,9.73,RU,2022-02-12 19:14:36
394,Mahebourg,-20.4081,57.7,80.89,83,40,6.91,MU,2022-02-12 19:14:36
395,Youghal,51.95,-7.8506,49.08,100,100,11.23,IE,2022-02-12 19:14:37
396,Khandyga,62.6667,135.6,-41.57,100,97,2.24,RU,2022-02-12 19:14:37
397,Abu Samrah,35.3029,37.1841,49.68,69,0,5.59,SY,2022-02-12 19:14:38
398,Kabare,-2.4683,28.8242,61.48,92,100,1.45,CD,2022-02-12 19:14:38
399,Spring Valley,36.108,-115.245,68.13,19,20,8.05,US,2022-02-12 19:14:39
400,Adrar,20.5022,-10.0711,69.48,18,2,10.07,MR,2022-02-12 19:14:39
401,Owando,-0.4819,15.8999,85.91,40,100,2.42,CG,2022-02-12 19:14:40
402,Sindal,57.4712,10.2031,38.93,78,100,20.51,DK,2022-02-12 19:14:40
403,San Pablo Tacachico,13.9756,-89.34,91.9,29,0,1.14,SV,2022-02-12 19:14:41
404,Newtonmore,57.066,-4.1192,41.68,92,98,14.79,GB,2022-02-12 19:14:41
405,Erdenet,49.0333,104.0833,-15.84,100,99,0.58,MN,2022-02-12 19:14:42
406,Sur,22.5667,59.5289,69.67,62,0,10.02,OM,2022-02-12 19:14:42
407,Kavieng,-2.5744,150.7967,80.47,78,100,3.89,PG,2022-02-12 19:12:35
408,Makhachkala,42.9764,47.5024,33.78,78,10,7.56,RU,2022-02-12 19:15:43
409,Pahrump,36.2083,-115.9839,67.84,16,0,4.0,US,2022-02-12 19:15:44
410,Pundaguitan,6.3711,126.1689,80.06,77,70,15.23,PH,2022-02-12 19:15:45
411,Sinjar,36.3209,41.8754,49.96,44,0,3.69,IQ,2022-02-12 19:15:45
412,Chinsali,-10.5414,32.0816,62.49,97,95,3.71,ZM,2022-02-12 19:15:46
413,Prince Rupert,54.3161,-130.3201,39.29,81,100,4.61,CA,2022-02-12 19:14:24
414,Toora-Khem,52.4675,96.11,-25.53,100,97,1.19,RU,2022-02-12 19:15:47
415,Vaitape,-16.5167,-151.75,80.69,74,100,15.32,PF,2022-02-12 19:15:47
416,Jamsa,61.8642,25.19,30.15,93,100,7.36,FI,2022-02-12 19:15:48
417,Vanavara,60.34,102.2797,-13.25,100,100,2.39,RU,2022-02-12 19:15:48
418,Stornoway,58.2093,-6.3865,44.56,88,75,18.41,GB,2022-02-12 19:15:49
419,Bam,29.106,58.357,55.51,40,54,7.61,IR,2022-02-12 19:15:49
420,Baie-Comeau,49.2168,-68.1489,33.8,93,100,23.02,CA,2022-02-12 19:15:50
421,Aklavik,68.2191,-135.0107,-17.57,68,75,3.44,CA,2022-02-12 19:15:50
422,Zheleznodorozhnyy,55.7503,38.0042,27.12,91,40,9.01,RU,2022-02-12 19:15:51
423,Meulaboh,4.1363,96.1285,77.45,85,94,3.58,ID,2022-02-12 19:15:51
424,Iberia,29.9502,-91.7507,69.98,56,100,10.36,US,2022-02-12 19:15:52
425,Gatesville,31.4352,-97.7439,46.38,43,100,17.27,US,2022-02-12 19:15:52
426,Labuhan,-6.8844,112.2051,77.97,81,100,4.81,ID,2022-02-12 19:15:53
427,Rosarito,32.3333,-117.0333,88.72,24,4,8.1,MX,2022-02-12 19:12:13
428,Uttiramerur,12.6,79.7667,76.44,82,6,6.15,IN,2022-02-12 19:15:53
429,Abalak,58.1286,68.5944,3.25,93,100,6.44,RU,2022-02-12 19:15:54
430,Berlevag,70.8578,29.0864,24.8,80,77,19.75,NO,2022-02-12 19:15:55
431,Bathsheba,13.2167,-59.5167,83.01,57,20,21.85,BB,2022-02-12 19:15:55
432,Atagay,55.1033,99.3875,-19.75,99,14,3.62,RU,2022-02-12 19:15:55
433,Namatanai,-3.6667,152.4333,77.83,84,100,3.47,PG,2022-02-12 19:15:56
434,Te Anau,-45.4167,167.7167,46.09,88,89,4.16,NZ,2022-02-12 19:15:56
435,Camacha,33.0833,-16.3333,60.22,77,75,13.8,PT,2022-02-12 19:15:57
436,San Juan De La Maguana,18.8059,-71.2299,81.27,34,8,7.49,DO,2022-02-12 19:15:57
437,Urdoma,61.7533,48.5442,20.34,92,96,6.96,RU,2022-02-12 19:15:57
438,Vierzon,47.2101,2.0625,37.9,61,16,4.85,FR,2022-02-12 19:15:58
439,Kamenka,51.3223,42.7678,17.82,98,89,7.58,RU,2022-02-12 19:15:58
440,Constitucion,-35.3333,-72.4167,71.87,53,1,5.73,CL,2022-02-12 19:13:50
441,Thaton,16.9206,97.3714,69.53,56,74,2.53,MM,2022-02-12 19:15:59
442,Ngaoundere,7.3167,13.5833,70.0,17,35,5.48,CM,2022-02-12 19:15:59
443,Syasstroy,60.1367,32.5691,30.72,92,100,14.5,RU,2022-02-12 19:16:00
444,Charters Towers,-20.1,146.2667,71.02,85,0,9.78,AU,2022-02-12 19:16:00
445,Teya,60.3778,92.6267,-16.74,100,48,2.39,RU,2022-02-12 19:16:01
446,Yanam,16.7333,82.2167,71.65,87,44,3.8,IN,2022-02-12 19:16:01
447,Kenora,49.8167,-94.4337,-10.23,57,75,4.0,CA,2022-02-12 19:16:02
448,Avera,33.194,-82.5271,69.71,35,100,5.37,US,2022-02-12 19:16:03
449,Santa Isabel Do Rio Negro,-0.4139,-65.0192,90.61,52,99,4.99,BR,2022-02-12 19:16:03
450,Faanui,-16.4833,-151.75,80.69,74,100,15.35,PF,2022-02-12 19:16:04
451,Rio Claro,-22.4114,-47.5614,85.82,73,62,4.29,BR,2022-02-12 19:16:04
452,Nizhnevartovsk,60.9344,76.5531,-4.99,77,20,11.18,RU,2022-02-12 19:16:05
453,Beloha,-25.1667,45.05,75.34,82,13,19.08,MG,2022-02-12 19:16:06
454,Mao,39.8885,4.2658,48.76,81,0,4.61,ES,2022-02-12 19:16:06
455,Hirado,33.3597,129.5531,49.35,86,100,13.91,JP,2022-02-12 19:17:07
456,Savalou,7.9281,1.9756,91.65,30,100,3.29,BJ,2022-02-12 19:17:07
457,Fuente De Oro,3.4594,-73.6128,92.66,31,99,10.04,CO,2022-02-12 19:17:08
458,Fayaoue,-20.65,166.5333,82.24,76,72,8.77,NC,2022-02-12 19:17:09
459,Tura,25.5198,90.2201,55.15,74,0,4.03,IN,2022-02-12 19:17:09
460,Payo,-3.7508,103.6372,72.59,94,100,1.95,ID,2022-02-12 19:17:10
461,Qui Nhon,13.7667,109.2333,74.75,88,100,7.7,VN,2022-02-12 19:17:10
462,Praia,14.9215,-23.5087,75.74,64,100,18.41,CV,2022-02-12 19:17:11
463,Livingstone,-17.8419,25.8543,68.13,92,100,4.05,ZM,2022-02-12 19:16:23
464,San Cristobal,7.7669,-72.225,77.18,38,99,6.33,VE,2022-02-12 19:17:11
465,Yuzhno-Kurilsk,44.0306,145.8556,20.79,83,44,4.18,RU,2022-02-12 19:17:12
466,Buchanan,5.8808,-10.0467,84.16,79,13,8.5,LR,2022-02-12 19:17:12
467,Chuy,-33.6971,-53.4616,72.25,87,100,9.19,UY,2022-02-12 19:17:13
468,Biltine,14.5333,20.9167,77.68,10,5,8.19,TD,2022-02-12 19:17:14
469,Nanakuli,21.3906,-158.1547,76.95,69,0,6.91,US,2022-02-12 19:17:14
470,Redmond,47.674,-122.1215,52.74,74,2,3.0,US,2022-02-12 19:13:44
471,Takoradi,4.8845,-1.7554,80.82,79,97,10.27,GH,2022-02-12 19:17:15
472,Sobolevo,54.4299,31.8996,23.95,89,22,13.8,RU,2022-02-12 19:13:56
473,Portland,45.5234,-122.6762,60.21,36,0,15.99,US,2022-02-12 19:17:03
474,Bairiki,1.3292,172.9752,80.6,78,20,8.05,KI,2022-02-12 19:17:16
475,Wukari,7.85,9.7833,84.4,10,47,5.41,NG,2022-02-12 19:17:16
476,Kolodenka,50.5856,26.316,27.09,87,5,6.13,UA,2022-02-12 19:17:17
477,Jaisalmer,26.9147,70.9181,67.53,17,0,8.39,IN,2022-02-12 19:17:17
478,Christchurch,-43.5333,172.6333,51.03,91,100,14.97,NZ,2022-02-12 19:14:22
479,Asuncion Mita,14.3308,-89.7108,90.07,30,0,4.88,GT,2022-02-12 19:17:18
480,Sungaipenuh,-2.0833,101.3833,63.81,91,100,2.15,ID,2022-02-12 19:17:19
481,Boddam,57.4667,-1.7833,47.39,77,14,18.43,GB,2022-02-12 19:17:19
482,Moron,-34.6534,-58.6198,71.98,60,10,8.39,AR,2022-02-12 19:17:20
483,Khuzdar,27.7384,66.6434,56.3,28,0,4.7,PK,2022-02-12 19:17:20
484,Luan,46.3592,6.9759,32.68,85,100,5.1,CH,2022-02-12 19:17:21
485,Asfi,32.2994,-9.2372,60.13,82,0,16.42,MA,2022-02-12 19:17:21
486,Ixtapa,20.7,-105.2,76.23,65,0,11.5,MX,2022-02-12 19:17:22
487,Vestmannaeyjar,63.4427,-20.2734,28.09,78,25,4.05,IS,2022-02-12 19:17:22
488,Tagudin,16.9355,120.4442,74.62,76,100,3.38,PH,2022-02-12 19:17:23
489,Mahon,39.8885,4.2658,48.76,81,0,4.61,ES,2022-02-12 19:16:06
490,Ketchikan,55.3422,-131.6461,40.98,87,100,8.05,US,2022-02-12 19:17:23
491,Masuguru,-11.3667,38.4167,72.68,98,100,2.73,TZ,2022-02-12 19:17:24
492,Languyan,5.2618,120.0807,77.11,86,100,2.8,PH,2022-02-12 19:17:24
493,Springdale,36.1867,-94.1288,33.75,39,0,12.66,US,2022-02-12 19:15:43
494,Mecca,21.4267,39.8261,74.68,39,0,1.95,SA,2022-02-12 19:17:25
495,Kemi,65.8596,24.8228,2.97,92,100,2.3,FI,2022-02-12 19:17:26
496,Micheweni,-4.9667,39.8333,79.63,75,91,8.19,TZ,2022-02-12 19:17:26
497,San Policarpo,12.1791,125.5072,78.31,85,93,14.92,PH,2022-02-12 19:17:27
498,Umm Lajj,25.0213,37.2685,69.76,25,0,24.74,SA,2022-02-12 19:17:27
499,Buala,-8.145,159.5921,78.17,81,100,2.35,SB,2022-02-12 19:17:27
500,Kozelsk,54.0375,35.7716,26.89,95,41,8.59,RU,2022-02-12 19:17:28
501,Flin Flon,54.7682,-101.865,-5.96,59,0,5.75,CA,2022-02-12 19:17:29
502,Cochrane,51.1834,-114.4687,44.87,34,100,12.66,CA,2022-02-12 19:17:29
503,Patacamaya,-17.2333,-67.9167,59.31,46,98,9.24,BO,2022-02-12 19:18:29
504,Saint-Raymond,45.467,-73.6095,34.66,80,100,24.16,CA,2022-02-12 19:18:30
505,Knyaze-Volkonskoye,48.4642,135.4567,10.74,96,100,1.23,RU,2022-02-12 19:18:31
506,Atambua,-9.1061,124.8925,72.73,91,86,3.67,ID,2022-02-12 19:18:31
507,Lazaro Cardenas,17.9583,-102.2,87.6,34,100,6.33,MX,2022-02-12 19:13:50
508,Kaeo,-35.1,173.7833,67.01,85,100,21.18,NZ,2022-02-12 19:18:32
509,Omsukchan,62.5333,155.8,-30.55,94,55,3.83,RU,2022-02-12 19:18:32
510,Baghdad,33.3406,44.4009,53.51,40,0,9.22,IQ,2022-02-12 19:18:09
511,Taitung,22.7583,121.1444,68.67,84,56,10.25,TW,2022-02-12 19:18:33
512,Treinta Y Tres,-33.2333,-54.3833,68.18,95,100,13.6,UY,2022-02-12 19:18:33
513,Katherine,-14.4667,132.2667,77.32,88,0,4.61,AU,2022-02-12 19:18:34
514,Alice Springs,-23.7,133.8833,60.35,77,0,5.75,AU,2022-02-12 19:14:59
515,Williamsburg,37.2707,-76.7075,71.06,33,0,5.75,US,2022-02-12 19:18:36
516,Lixourion,38.2019,20.4314,53.6,78,100,3.15,GR,2022-02-12 19:18:36
517,Adamas,36.7333,24.4333,53.02,55,100,1.86,GR,2022-02-12 19:18:37
518,Marystown,47.1666,-55.1483,43.86,100,37,11.99,CA,2022-02-12 19:18:37
519,Zhangye,38.9342,100.4517,26.71,64,99,3.49,CN,2022-02-12 19:18:38
520,Chara,56.9064,118.2631,-19.21,94,100,1.28,RU,2022-02-12 19:18:38
521,Yenagoa,4.9247,6.2642,82.72,65,100,8.84,NG,2022-02-12 19:18:39
522,Bulri,24.8667,68.3333,65.86,57,0,9.06,PK,2022-02-12 19:18:39
523,Tabou,4.423,-7.3528,79.18,82,7,7.56,CI,2022-02-12 19:18:39
524,Braila,45.2667,27.9833,32.56,49,18,8.08,RO,2022-02-12 19:18:40
525,Saint-Augustin,51.226,-58.6502,33.24,98,100,19.8,CA,2022-02-12 19:18:40
526,Golakganj,26.1,89.8333,62.31,65,0,2.84,IN,2022-02-12 19:18:41
527,Jalu,29.0331,21.5482,57.36,40,0,6.8,LY,2022-02-12 19:18:41
528,Zvishavane,-20.3267,30.0665,68.61,47,4,4.0,ZW,2022-02-12 19:18:42
529,Mandalgovi,45.7625,106.2708,-7.22,78,13,6.22,MN,2022-02-12 19:18:42
530,Iracoubo,5.4802,-53.2011,78.98,85,88,12.15,GF,2022-02-12 19:18:43
531,Cururupu,-1.8283,-44.8683,78.67,88,97,4.56,BR,2022-02-12 19:18:23
532,Novikovo,51.1537,37.8879,26.69,87,73,12.21,RU,2022-02-12 19:18:44
533,Caconda,-13.7333,15.0667,66.27,62,86,4.92,AO,2022-02-12 19:18:44
534,Soe,-9.8607,124.284,65.73,95,98,2.08,ID,2022-02-12 19:18:45
535,Mandi Bahauddin,32.5834,73.4843,51.51,52,0,3.71,PK,2022-02-12 19:18:45
536,Kumluca,36.3703,30.2869,51.67,75,23,2.84,TR,2022-02-12 19:17:08
537,Port-Cartier,50.0334,-66.8654,33.75,99,100,5.68,CA,2022-02-12 19:18:47
538,Ahipara,-35.1667,173.1667,66.47,87,100,26.28,NZ,2022-02-12 19:18:48
539,Tual,-5.6667,132.75,82.29,71,45,2.98,ID,2022-02-12 19:18:48
540,Atasu,48.6814,71.6433,14.47,95,100,11.92,KZ,2022-02-12 19:18:49
541,Grindavik,63.8424,-22.4338,25.27,63,0,12.66,IS,2022-02-12 19:18:49
542,Los Andes,-32.8337,-70.5983,90.01,22,91,10.45,CL,2022-02-12 19:18:50
543,Praia Da Vitoria,38.7333,-27.0667,64.65,77,20,11.72,PT,2022-02-12 19:16:50
544,Bubaque,11.2833,-15.8333,80.65,58,0,12.86,GW,2022-02-12 19:18:12
545,Half Moon Bay,37.4636,-122.4286,75.61,52,0,4.61,US,2022-02-12 19:15:43
546,Manggar,-2.8833,108.2667,78.8,86,100,7.65,ID,2022-02-12 19:18:51
547,Marsabit,2.3284,37.9899,73.54,34,7,7.85,KE,2022-02-12 19:18:52
548,Lianran,24.9227,102.485,45.14,58,0,1.12,CN,2022-02-12 19:18:52
549,Luganville,-15.5333,167.1667,77.86,88,100,4.05,VU,2022-02-12 19:18:53
550,Mae Sai,20.4335,99.8762,62.89,45,98,2.98,TH,2022-02-12 19:19:53
551,Sabha,27.0377,14.4283,55.22,27,0,8.7,LY,2022-02-12 19:19:54
552,Saint-Denis,48.9167,2.3333,42.12,66,0,9.22,FR,2022-02-12 19:19:54
553,Hebi,35.8992,114.1925,35.74,76,48,7.76,CN,2022-02-12 19:19:55
554,Marfino,55.7028,37.3822,26.85,63,0,13.42,RU,2022-02-12 19:19:56
555,Sergeyevka,53.88,67.4158,1.99,99,98,5.99,KZ,2022-02-12 19:19:56
556,Kismayo,-0.3582,42.5454,77.16,81,100,14.54,SO,2022-02-12 19:19:57
557,Pemangkat,1.1667,108.9667,76.44,88,100,2.73,ID,2022-02-12 19:19:58
558,Buraydah,26.326,43.975,50.45,35,0,9.95,SA,2022-02-12 19:17:16
559,Oudtshoorn,-33.5907,22.2014,66.56,54,97,6.46,ZA,2022-02-12 19:19:58
560,Alihe,50.5667,123.7167,-7.58,99,95,2.66,CN,2022-02-12 19:19:59
561,Passo De Camaragibe,-9.2368,-35.4901,87.35,57,35,11.52,BR,2022-02-12 19:20:00
562,Thinadhoo,0.5333,72.9333,81.48,70,100,6.73,MV,2022-02-12 19:20:00
563,Nanchang,28.6833,115.8833,43.36,87,100,3.69,CN,2022-02-12 19:15:18
564,Svetlyy,54.675,20.1347,33.85,69,96,17.31,RU,2022-02-12 19:19:15
565,Bjornevatn,69.6672,29.9847,3.54,85,0,9.22,NO,2022-02-12 19:20:02
566,Coventry,52.4066,-1.5122,46.65,84,100,11.5,GB,2022-02-12 19:20:03
567,Selam,11.65,78.1667,71.04,72,27,4.09,IN,2022-02-12 19:16:54
568,San Francisco,37.7749,-122.4194,73.92,59,100,11.01,US,2022-02-12 19:15:17
569,Imamoglu,37.2651,35.6572,49.23,81,6,2.08,TR,2022-02-12 19:20:04
570,Cayenne,4.9333,-52.3333,80.64,87,75,10.36,GF,2022-02-12 19:20:04
571,Itarema,-2.9248,-39.9167,84.02,65,99,12.48,BR,2022-02-12 19:19:35
572,Qarqin,37.4185,66.0436,47.57,48,98,13.91,AF,2022-02-12 19:20:05
